protocol_mode,true_device_id,expected_profile_count,recovered_profile_count,recovered_fraction,exact_history_recovered
aura_rsp,Device-0055,2,1,0.5,False
aura_rsp,Device-0056,2,1,0.5,False
aura_rsp,Device-0057,2,1,0.5,False
aura_rsp,Device-0058,2,1,0.5,False
aura_rsp,Device-0059,2,1,0.5,False
aura_rsp,Device-0060,2,1,0.5,False
aura_rsp,Device-0061,2,1,0.5,False
aura_rsp,Device-0062,2,1,0.5,False
aura_rsp,Device-0063,2,1,0.5,False
aura_rsp,Device-0064,2,1,0.5,False
aura_rsp,Device-0065,2,1,0.5,False
aura_rsp,Device-0066,2,1,0.5,False
aura_rsp,Device-0067,2,1,0.5,False
aura_rsp,Device-0068,2,1,0.5,False
aura_rsp,Device-0069,2,1,0.5,False
aura_rsp,Device-0070,2,1,0.5,False
aura_rsp,Device-0071,2,1,0.5,False
aura_rsp,Device-0072,2,1,0.5,False
aura_rsp,Device-0073,2,1,0.5,False
aura_rsp,Device-0074,2,1,0.5,False
aura_rsp,Device-0075,2,1,0.5,False
aura_rsp,Device-0076,2,1,0.5,False
aura_rsp,Device-0077,2,1,0.5,False
aura_rsp,Device-0078,2,1,0.5,False
aura_rsp,Device-0079,2,1,0.5,False
aura_rsp,Device-0080,2,1,0.5,False
aura_rsp,Device-0081,2,1,0.5,False
aura_rsp,Device-0082,2,1,0.5,False
aura_rsp,Device-0083,2,1,0.5,False
aura_rsp,Device-0084,2,1,0.5,False
aura_rsp,Device-0085,2,1,0.5,False
aura_rsp,Device-0086,2,1,0.5,False
aura_rsp,Device-0087,2,1,0.5,False
aura_rsp,Device-0088,2,1,0.5,False
aura_rsp,Device-0089,2,1,0.5,False
aura_rsp,Device-0090,2,1,0.5,False
aura_rsp,Device-0091,2,1,0.5,False
aura_rsp,Device-0092,2,1,0.5,False
aura_rsp,Device-0093,2,1,0.5,False
aura_rsp,Device-0094,2,1,0.5,False
aura_rsp,Device-0095,2,1,0.5,False
aura_rsp,Device-0096,2,1,0.5,False
aura_rsp,Device-0097,2,1,0.5,False
aura_rsp,Device-0098,2,1,0.5,False
aura_rsp,Device-0099,2,1,0.5,False
aura_rsp,Device-0100,2,1,0.5,False
aura_rsp,Device-0101,2,1,0.5,False
aura_rsp,Device-0102,2,1,0.5,False
aura_rsp,Device-0103,2,1,0.5,False
aura_rsp,Device-0104,2,1,0.5,False
aura_rsp,Device-0105,2,1,0.5,False
aura_rsp,Device-0106,2,1,0.5,False
aura_rsp,Device-0107,2,1,0.5,False
aura_rsp,Device-0108,2,1,0.5,False
aura_rsp,Device-0109,2,1,0.5,False
aura_rsp,Device-0110,2,1,0.5,False
aura_rsp,Device-0111,2,1,0.5,False
aura_rsp,Device-0112,2,1,0.5,False
aura_rsp,Device-0113,2,1,0.5,False
aura_rsp,Device-0114,2,1,0.5,False
aura_rsp,Device-0115,2,1,0.5,False
aura_rsp,Device-0116,2,1,0.5,False
aura_rsp,Device-0117,2,1,0.5,False
aura_rsp,Device-0118,2,1,0.5,False
aura_rsp,Device-0119,2,1,0.5,False
aura_rsp,Device-0120,2,1,0.5,False
aura_rsp,Device-0121,2,1,0.5,False
aura_rsp,Device-0122,2,1,0.5,False
aura_rsp,Device-0123,2,1,0.5,False
aura_rsp,Device-0124,2,1,0.5,False
aura_rsp,Device-0125,2,1,0.5,False
aura_rsp,Device-0126,2,1,0.5,False
aura_rsp,Device-0127,2,1,0.5,False
aura_rsp,Device-0128,2,1,0.5,False
aura_rsp,Device-0129,2,1,0.5,False
aura_rsp,Device-0130,2,1,0.5,False
aura_rsp,Device-0131,2,1,0.5,False
aura_rsp,Device-0132,2,1,0.5,False
aura_rsp,Device-0133,2,1,0.5,False
aura_rsp,Device-0134,2,1,0.5,False
aura_rsp,Device-0135,2,1,0.5,False
aura_rsp,Device-0136,2,1,0.5,False
aura_rsp,Device-0137,2,1,0.5,False
aura_rsp,Device-0138,2,1,0.5,False
aura_rsp,Device-0139,2,1,0.5,False
aura_rsp,Device-0140,2,1,0.5,False
aura_rsp,Device-0141,2,1,0.5,False
aura_rsp,Device-0142,2,1,0.5,False
aura_rsp,Device-0143,2,1,0.5,False
aura_rsp,Device-0144,2,1,0.5,False
aura_rsp,Device-0145,2,1,0.5,False
aura_rsp,Device-0146,2,1,0.5,False
aura_rsp,Device-0147,2,1,0.5,False
aura_rsp,Device-0148,2,1,0.5,False
aura_rsp,Device-0149,2,1,0.5,False
aura_rsp,Device-0150,2,1,0.5,False
aura_rsp,Device-0151,2,1,0.5,False
aura_rsp,Device-0152,2,1,0.5,False
aura_rsp,Device-0153,2,1,0.5,False
aura_rsp,Device-0154,2,1,0.5,False
aura_rsp,Device-0155,2,1,0.5,False
aura_rsp,Device-0156,2,1,0.5,False
aura_rsp,Device-0157,2,1,0.5,False
aura_rsp,Device-0158,2,1,0.5,False
aura_rsp,Device-0159,2,1,0.5,False
aura_rsp,Device-0160,2,1,0.5,False
aura_rsp,Device-0161,2,1,0.5,False
aura_rsp,Device-0162,2,1,0.5,False
aura_rsp,Device-0163,2,1,0.5,False
aura_rsp,Device-0164,2,1,0.5,False
aura_rsp,Device-0165,2,1,0.5,False
aura_rsp,Device-0166,2,1,0.5,False
aura_rsp,Device-0167,2,1,0.5,False
aura_rsp,Device-0168,2,1,0.5,False
aura_rsp,Device-0169,2,1,0.5,False
aura_rsp,Device-0170,2,1,0.5,False
aura_rsp,Device-0171,2,1,0.5,False
aura_rsp,Device-0172,2,1,0.5,False
aura_rsp,Device-0173,2,1,0.5,False
aura_rsp,Device-0174,2,1,0.5,False
aura_rsp,Device-0175,2,1,0.5,False
aura_rsp,Device-0176,2,1,0.5,False
aura_rsp,Device-0177,2,1,0.5,False
aura_rsp,Device-0178,2,1,0.5,False
aura_rsp,Device-0179,2,1,0.5,False
aura_rsp,Device-0180,2,1,0.5,False
aura_rsp,Device-0181,2,1,0.5,False
aura_rsp,Device-0182,2,1,0.5,False
aura_rsp,Device-0183,2,1,0.5,False
aura_rsp,Device-0184,2,1,0.5,False
aura_rsp,Device-0185,2,1,0.5,False
aura_rsp,Device-0186,2,1,0.5,False
aura_rsp,Device-0187,2,1,0.5,False
aura_rsp,Device-0188,2,1,0.5,False
aura_rsp,Device-0189,2,1,0.5,False
aura_rsp,Device-0190,2,1,0.5,False
aura_rsp,Device-0191,2,1,0.5,False
aura_rsp,Device-0192,2,1,0.5,False
aura_rsp,Device-0193,2,1,0.5,False
aura_rsp,Device-0194,2,1,0.5,False
aura_rsp,Device-0195,2,1,0.5,False
aura_rsp,Device-0196,2,1,0.5,False
aura_rsp,Device-0197,2,1,0.5,False
aura_rsp,Device-0198,2,1,0.5,False
aura_rsp,Device-0199,2,1,0.5,False
aura_rsp,Device-0200,2,1,0.5,False
aura_rsp,Device-0201,2,1,0.5,False
aura_rsp,Device-0202,2,1,0.5,False
aura_rsp,Device-0203,2,1,0.5,False
aura_rsp,Device-0204,2,1,0.5,False
aura_rsp,Device-0205,2,1,0.5,False
aura_rsp,Device-0206,2,1,0.5,False
aura_rsp,Device-0207,2,1,0.5,False
aura_rsp,Device-0208,2,1,0.5,False
aura_rsp,Device-0209,2,1,0.5,False
aura_rsp,Device-0210,2,1,0.5,False
aura_rsp,Device-0211,2,1,0.5,False
aura_rsp,Device-0212,2,1,0.5,False
