protocol_mode,true_device_id,expected_profile_count,recovered_profile_count,recovered_fraction,exact_history_recovered
aura_rsp,Device-0234,4,1,0.25,False
aura_rsp,Device-0235,4,1,0.25,False
aura_rsp,Device-0236,4,1,0.25,False
aura_rsp,Device-0237,4,1,0.25,False
aura_rsp,Device-0238,4,1,0.25,False
aura_rsp,Device-0239,4,1,0.25,False
aura_rsp,Device-0240,4,1,0.25,False
aura_rsp,Device-0241,4,1,0.25,False
aura_rsp,Device-0242,4,1,0.25,False
aura_rsp,Device-0243,4,1,0.25,False
aura_rsp,Device-0244,4,1,0.25,False
aura_rsp,Device-0245,4,1,0.25,False
aura_rsp,Device-0246,4,1,0.25,False
aura_rsp,Device-0247,4,1,0.25,False
aura_rsp,Device-0248,4,1,0.25,False
aura_rsp,Device-0249,4,1,0.25,False
aura_rsp,Device-0250,4,1,0.25,False
